access,associated_land,building_type,bu_number,summary,cat_chk,ceiling,chipped_stone,current_use,date,description,easting,eaves,elevation,entered_by,entered_date,exterior_plaster,floors,foundation,ground_stone,habitable,height,interior_plaster,intensive_survey_zone,levels,number_of_levels,length,locality,location,alterations,northing,occupied,openings,oral_information,owner,ownership,past_use,period_1100,period_1601,period_1701,period_1801,period_1851,period_1901,period_1951,plot_cadastral,plot_village,posi_chk,posi_number,pottery,recorded_by,recorded_date,roofs,seanal,sheet_map_1_5000,sheet_map_cadastral,sheet_plan_village,sia_number,sketch_chk,slag,source,special_features,stability,structure_name,structure_type,tile,title_deed_number,vegetation,village,walls,width
,,Seasonal house,BU0023,"Seasonal house, Mandres. Rectangular structure with stone foundations, 3 stone walls; 4th adjoins BU0024.",0,,,None,,For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Rectangular unit (house?) 3 walls - all stone4th wall (adjoining BU024) - low socle and mud brick.,,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0024,"Seasonal house, Mandres. Rectangular all-stone structure. No roof.",0,,,,,For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Rectangular all stone unit; door on north face; no roof; two stones protruding from wall to hold a bench or something,,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0025,"Seasonal house, Mandres. Large rectangular structure with stone foundations. Partial roof spanning 3 rooms.",0,,,None,,For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Large square unit; High stone socle; Partially roofed (over three rooms),,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0026,"Seasonal house, Mandres. Freestanding rectangular two-room structure with stone foundations and mudbrick walls. Fragment of roof remaining.",0,,,None,,"For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Freestanding house; low stone socle, with mud brick; small fragment of flat mud roof surviving. 2 rooms, domed stone feature to west.",,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,No,No,No,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0027,"Seasonal house, Mandres. Three-unit rectangular structure with stone foundations adjoining BU0025.",0,,,None,,For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Adjoins BU0025.3 rectangular units all high stone socles,,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0028,"Seasonal house, Mandres. Stone foundations with mudbrick walls adjoining BU0025 and BU0027.",0,,,None,,For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Adjoins BU0025 and BU0027. High stone socle with mud brick,,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0029,"Seasonal house, Mandres. Rectangular structure with stone foundations and 3 stone walls. 4th wall mudbrick. Adjoins BU0027.",0,,,None,,For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Adjoins BU0027. 3 walls all stone; 1 wall high stone socle with mud brick; square form.,,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0030,"Seasonal house, Mandres. Two-room structure with stone foundations.Two walls stone, two walls mudbrick.",0,,,None,,Square unit. 2 rooms - 2 walls all stone - dark boulders with white chinking - 2 walls with low socle and mud brick,,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0031,"Seasonal house, Mandres. Large square structure with stone foundations and mudbrick walls.",0,,,None,,"For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Large house unit, square.Low stone socle with mud brick",,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0032,"Seasonal house, Mandres. Large square unit with stone foundations. Two rooms stone, two rooms mudbrick.",0,,,None,,"For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form. Large, square house unit. 2 rooms all stone walls, 2 rooms low stone socle and mud brick",,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP021,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
,,Seasonal house,BU0052,"Seasonal house, Mandres. Rectangular mudbrck construction with stone foundation and missing ceiling.",0,absent,,abandoned,,"See detailed ABUSE Report for BU0031, to which this building unit is an addition. It has a low stone socle topped by mud brick and a rectangular form. Type A2 in the Mandres Village Analysis.",,,,TJI,12/7/2001 00:00:00,,not visible,stone,,,,,Mandres,,,,Mandres,,,,,,,,,House,No,No,No,No,Yes,Yes,No,,65.00,1,TP021,,TJI,11/7/2001 00:00:00,absent,0,,,,TS07,1,,,,,,house,,,,Kato Koutraphas,mud brick,
dirt road from Katyhdata,,Water mill,BU0053,"Water mill, Katydhata. Ruined penstock and millrace of rubble basalt and cobble construction, basalt chinking and lime plaster finish.",0,n/a,Unclear,abandoned,,"Ruined penstock and part race, partially demolished to enable construction of a road which appears to have gone through an arch behind the penstock. Penstock rises with two tiers on the north-east and south- west sides and four tiers on the south-east face. The second tier of the front face has a steep sloping front face.Construction is of basalt irregular rubble with some coursing with large stones as edgeing at the top of each step. Chinking is of basalt and limestone. Finish is in plaster, possibly originally pink with some stones expressed through the plaster (on north-west face under where the arch was.) There are indications of an arch in the demolished area. Penstock base measures 4.20  x 7.9 metres. Race is 11.50 in length x 1.45m wide and with a channel 0.55m wide. The gap from the severed end of the race to the severed end of the  penstock is 9.50m. Leat curves and is wider at the highest gradient of the hill (plot no. 18 & 19)  before straightening out to approach penstock. Updated by SEZ and measured sketch & drawing.",491158.00,n/a,239,IJE,29/7/2001 00:00:00,traces of plaster,n/a,basalt masonry,Unclear,No,0.00,n/a,Atsas,,,11.50,Skouriotissa,"Adjacent to Skouriotissa Mine waste dump, NW of'Argaki Aloupotrypes or Ayii Saranta creek. S of Tria Vounarka locality.",Dirt track has been bulldozed through the pointed arch carrying the leat.,3882602.00,No,scaffolding penetrations,"Mr. Styllis, Evrichou miller. According to Mr. Styllis, mill owner of Evrichou, this is one of the seven mills of Ahmed Agha.",Ahmed Agha.,Turkish Cypriot,corn grinding watermill,No,No,No,Yes,Yes,No,No,47.00,,0,,Unclear,IJE,18/7/2001 00:00:00,n/a,0,,XXVIII-29,,,1,Unclear,GPS,,II,Mylos toy Ahmed Agha,watermill penstock and race,Unclear,,"olive groves, shrubby bushes",Katydhata,rubble with some coursing,1.45
"On foot along steep and rocky hillside, visible from main road","steep abandoned terraces, forest",Water mill,BU0054,"Possible water mill, Nikitari. Rubble basalt construction with crushed brick and lime plaster covering leat. Chute diagonally sloping; front of penstock demolished exposing channel. May be related to a  former tannery nearby.",1,n/a,Unclear,not used,,"Possible penstock of water-powered mill for grinding grain. There is some doubt about this and the structure may have been an intermediate building to bring water down to a lower level for entry to a penstock. The water flowed in a channel which falls in a steep slope through the interior of the structure. Demolition at the front has exposed the channel. There is a short length of channel on top of the structure but elsewhere the race is no longer extant - although vegetation may conceal some evidence. The width of the structure is 2.1m and the channel is 1.1m wide. The channel inside the structure measures .65 x .55m and there is evidence of a metal grille at the top to catch debris as water flowed in from the race. Gilles Grivaud, historian, says a tannery was located here. Leat floor- lime crushed brick & soot plaster (waterproof), surviving on floor only with eroded sides. Shute- pink plaster on sides, sloping at about 15-20 degrees; square section; surviving sandstone roof ca. 5m long surviving.Tannery could possibly have been located beside the mill,according to toponym. Updated by SEZ.Note: Sloping penstock shute appears in 2 other mills: At Koumis mill it is a more recent version with cement, at Rotsos mill the shute was probably of wood.",497850.00,n/a,445,IJE,29/7/2001 00:00:00,some traces remain,n/a,Basalt rubble,Unclear,No,5.00,n/a,Asinou,,,7.00,Palaeomylos,1 km downstream from Panayia Phorviotissa,,3878392.00,No,channel for water,"Informant was Panayiotis AlexandroLoppas, phone 09 467 600. Tannery information by Gilles Grivaud",,,Corn mill-Grinding grain,No,No,Yes,Yes,Yes,No,No,,,1,TP098,Unclear,IJE,18/7/2001 00:00:00,n/a,0,,XXVIII-56,,,1,Unclear,GPS,Located 100m from white-painted conical concretemarker numbered '52'.,III,,Penstock ??,Unclear,,"Pine trees and scrub, almonds, hawthorn and riparianvegetation, reeds and poplars",Nikitari,coursed basalt; basaltchinking; pink mortar; no pinting,2.10
"Coming in from the North: follow the road, church is on the right",Building enclosed within a compound,Church,BU0055,"Church, Tembria. Construction is enclosed,  stone and plaster walls on concrete platform. Tiled roof with pine eaves..",0,n/a,None,Church,,"Concrete platform. In the centre is a rectangular plan. The apse is not visible; rather, it is incorporated within the rectangular plan. External wall has stone and plaster - it has been recently whitewashed. Stones are still visible. There are two doors - one facing West and the other facing South. Halfway up the wall, there are support beams running across. There is an icon niche on the left of the main door that faces West. The roof tiles are rectangular. On the four corners of the gate surrounding the compound are floodlights focused on the church. Remains of olive mill below the church on S.",490102.00,Pine,470,EAS,26/7/2001 00:00:00,Yes,n/a,Stone,None,Yes,7.00,n/a,,Single,,15.00,,On a prominent hill coming from the North,External wall has been plastered and whitewashed. Building has been reroofed. A concrete platform has been added around the building.,3876411.00,Yes,8,,,Greek Cypriot,Church,No,No,Yes,Yes,Yes,Yes,Yes,,,0,,Some,EAS,7/7/2001 00:00:00,Pine,0,,XXVIII-60,,,1,None,"1:50,000",Semi-detached bell tower. Icon display niche,,Timiou Stavrou,Stone,Abundant,,"Gum trees, weeds, young pines",Tembria,Stone,5.00
Two access routes from road: one from East and one from West.,Building enclosed within a compound,Church,BU0056,"Church, Tembria. Rectangular plan of possible concrete construction and pine roof, bell tower with timber roof. Building enclosed in compound.",0,n/a,None,Church,,"Rectangular plan. Apse is in the shape of half a decagon. West side of church appears to be newer, with modern marble window-sills. Bell tower has been topped by a pine roof. Appears to be made of concrete that has been shaped into bricks. On the two outer corners of the bell tower, the bricks have been raised and painted yellow. There are concrete steps descending from the road, around the church and tower into the compound. To the right of the main door (located on the North side of the Church), there is an icon niche. There are six buttresses facing North and seven facing South. On the South side of the apse is an electric-outlet box; has been painted white and the cover has two arches carved on the surface. There are also loudspeakers on the church.",490002.00,Timber,480,EAS,26/7/2001 00:00:00,Yes,n/a,n/a,None,Yes,8.00,n/a,,Single,,22.00,,Terraced hill slope in a residential area,West side of church has been extended to the west + bell tower added. Possible roof renovation,3876101.00,Yes,10,,,Greek Cypriot,Church,No,No,No,No,Yes,Yes,Yes,,,0,,None,EAS,16/7/2001 00:00:00,Timber with tile,0,,XXVIII-60,,,1,None,"1:50,000",Icon niche Plaster frame around door + dedication with cross above it. Buttresses + gutter sluices,,Agia Paraskevi,Concrete,Abundant,,"Potted plants, evergreens, palm trees, olives, roses",Tembria,Plastered and whitewashed,8.00
Take road from North - church is on the left.,Building enclosed within a compound,Church,BU0057,"Church, Evrykhou. Concrete construction of rectangular plan, enclosed in compound. Modern bell tower of concrete made to look like sandstone. Date 1810 above door inside.",0,n/a,None,Church,,"Rectangular  plan. Apse is in the shape of half a decagon. Main bbb on either side form medieval arches. Bbb corners on the North facing the road have red reflectors. Door leading to apse on the South side is made of metal and painted blue! Gutter sluices and loudspeakers. Narrow double steps at door on North side; there is a plaster cross above with the date 1810. There are steps descending from the compound, around the apse towards the road. The bell tower is new - made of concrete. The base has been shaped into bricks and whitewashed. The upper part has been painted yellow (to look like sandstone). At the top is a two-layer hexagon surmounted by a cross.",490832.00,None,,EAS,26/7/2001 00:00:00,Yes,n/a,Concrete,None,Yes,8.00,n/a,,Single,,25.00,,Centre of village,,3877641.00,Yes,11,,,Greek Cypriot,Church,No,No,No,No,Yes,Yes,Yes,,,0,,None,EAS,18/7/2001 00:00:00,Tile,0,,XXVIII-53,,,1,None,"1:50,000",Icon niche Sculpture + inscription above main door Ornate frame of door facing North,,Agia Marina,Concrete,Abundant,,Potted plant,Evrykhou,Plastered and whitewashed,10.50
"Take road from North, coming from Nikitari towards Asinou","Building enclosed within a compound, ground stone walkway towards entry of compound",Church,BU0058,"Church, Asinou. Building enclosed in compound; stone, tile and pottery foundation. Timber and tile roofing. Two buttresses support outside walls. There are remains of paintings inside the church. Church dated to 1105.",1,,None,Church,1105,"Stone platform with pottery and tile. The apse is semi-circular with a tiled roof. The main door is on the West side of the church - there are two other doors, one on the South and the other on the North. On the North side, near the apse, is a flying buttress. There is a buttress on either side of the church. On both sides of the narthex, there are two semi-domes surmounted by tiles. On the North side, there is a door on the semi-dome. There used to be a door on the Southern semi-dome but it has been walled up. The central door facing North has the remains of paintings on its right and above it. By looking into the space between the roof and the semi-domes, one can see the central dome. The roof is made of tile and timber.",497562.00,Timber,,EAS,26/7/2001 00:00:00,Some,,"Stone, tile, pottery",None,Yes,7.20,Yes,Asinou,Single,,18.00,,South of Nikitari village,Stone wall enclosing compound renovated in 2000. Roof also renovated.,3878159.00,Yes,6,,,Greek Cypriot,Church,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,0,,Some,EAS,21/7/2001 00:00:00,Timber with tiles,0,,XXVIII-56,,TS08,1,None,,Exterior painting on plaster Walled up door,,Panagia Tis Asinou,Stone,Abundant,,"Conifers, eucalyptus trees",Asinou,"Stone, tile, pottery",6.50
no track visible,"barley south, river, north.",Water mill,BU0059,"Water mill, Katydhata. Basalt and lime construction, with tile and sandstone chinking. Millrace collapsed, partially ruined penstock chute.",0,,,abandoned,,"Stone and lime construction.  Mill race: side walls have crumbled, leaving canal floor as highest level of the construction, 0.80 m above penstock height. Walls of irregular coursed basalt, chinking of tile (some) & mostly white sandstone. Also 1.57 wide as penstock. Penstock: upper chute decayed, but could have been hopper type. Lowest penstock yet encountered 1.57 X 2.3 high. Outflow buried in earth. Mill house about 10m. further NW, only SW corner of river boulder courses visible as well as scant outline of west wall. CAS found two stone wells about 150m further into green line (TAESP 2002).",491426.00,,217,SEZ,29/7/2001 00:00:00,lime,,irregular coursed basalt,,No,2.30,,Atsas,Multiple,,10.00,,"Moussides (Ayii Saranta stream), ca. 50 m down from Skouriotissa mine mill",,3882699.00,No,,"Name from Mr. Styllis Evrikhou mill owner. According to Mr. Styllis, mill owner of Evrichou, this is one of the seven mills of Ahmed Agha.",Ahmed Agha,Turkish Cypriot,wheat grinding mill,No,No,No,Yes,Yes,No,No,66.00,,0,,Some,SEZ,,,0,,XXVIII-29,,,1,,"1:5,000","quern on NW side of water race, 8m from penstock. Niche on N face of penstock, irregular half-sphere. Incised basalt stone on front face of penstock, NE corner. Fragment modern of clay bowl with painting of a wing.",V,Mylos tou Ahmend Agha,"watermill, stone and lime construction",Some,,"mespilia, sklinitzia reeds in river bed, wild mint 1.60m high, barley",Katydhata,irregular coursed basalt,1.57
On a driveable road - not far from Linou-Katydata road,Olive groves,Water mill,BU0003,"Water mill, associated with BU002. Construction is stone, with rubble & mortar, and some lime and mud. Pink lime plaster covers penstock. Putlog holes throughout masonry of penstock and leat, possibly for scaffolding.",1,,None,None,,"Ruins of substantial water mill and associated elevated mill race. Mill race 3 m wide; external skins of roughly coursed stone in-filled with rubble, mortar, mud and some lime. Pink plaster on water tower, white plaster associated with demolished rooms and mill race interior channels. Race from 1-10 m in height - Water tower approx 10 m high. Wall or race penetrated by network of square holes for timber scaffolding - also wall stubs, niches, groins, arch base. Sketch in field book of SEZ, Sketch & report by SEZ. See also BU 002. Tail of leat is on XXVIII.37.W1. Water led to this mill from 'Deimma Asprallou-Linopsa (BU0105) from the Karkotis river.",490593.00,,276,LHS,29/7/2001 00:00:00,Pink overlaid with thin white lime.,,Masonry on bedrock,None,No,110.00,White,,Multiple,,90.00,Dhendropalloura,In olive groves,Signs that water tower heightened at one time. Associated buildings demolished. Trace of springer arch on east elevation of penstock.,3881901.00,No,Penetrations for beams,"According to Mr. Styllis, mill owner of Evrichou, this is one of the seven mills of Ahmed Agha.",Ahmed Agha,Turkish Cypriot,"Mill, other",No,No,Yes,Yes,Yes,No,No,47.00,,0,,Some,TJI,5/7/2000 00:00:00,,0,28-XIII,XXVIII-29-W2,,,1,None,GPS,Evidence of attached buildings on both sides of mill race. Pottery sample taken from water tower. Sample of pink lime plaster taken from south penstock side base wall - see plan,IV,Mylos tou Ahmed Agha,,None,,"Hawthorn, olives, poplar & reeds in creek",Linou,Roughly coursed masonry,3.00
Track through olive groves,"Olive groves, some crops",Water mill,BU0004,"Water mill, associated with BU002&3. Masonry on bedrock foundations. Pointed arch present in leat behind penstock. Pink plaster covers penstock. Putlog holes present in masonry, as BU0003.",1,,Unclear,"None, ruin",,"A length of mill water race and water tower extant, similar to BU0003. i.e. pink plaster, evidence of associated walls/structures which have been demolished. Pointed arch intact behind water tower. Slots through wall for scaffolding beams. Report by SEZ. Water led to this mill from 'Deimma Asprallou-Linopsa' (BU0105) from the Karkotis river.",490755.00,,269,LHS,29/7/2001 00:00:00,Pink plaster,,Masonry on bedrock,Unclear,,5.00,,Atsas,,,20.00,Kokkinorotsos,In olive groves,,3882060.00,,Penetrations for scaffolding,"According to Mr. Styllis, mill owner of Evrichou, this is one of the seven mills of Ahmed Agha.",Ahmed Agha,Turkish Cypriot,Mill,No,No,No,Yes,Yes,No,No,249.00,,0,,Unclear,TJI,,,0,28-XIII,XXVIII-29-W2,,,0,Unclear,GPS,"Pointed arch behind mill holding tank penetrating, evidence of associated walls, pink plaster. Plastered channel and race",III,Mylos tou Ahmed Agha,,Unclear,,"Hawthorn, lantana, poplars, olives",Linou,Roughly coursed masonry,3.00
,,Seasonal house,BU0005,"Seasonal house, Mandres. Rectangular structure with basalt and limestone chinking for foundation, and mudbrick walls. Niches in walls.",0,,,None,,"For all Mandres buildings see sketch plan attached to SIA (TS07) Recording form.High stone socle topped with mudbrick, stone socle using dark basalt boulders with white limestone chinking. Niches in stone wall. Rectangular structure. Site has been bulldozed around house.",,,,LHS,20/5/2001 00:00:00,,,,,,,,Mandres,Single,,,Mandres,,,,,,,,,,No,No,No,Yes,Yes,Yes,No,,,1,TP018,,TJI,10/7/2000 00:00:00,,0,,XXVIII-39,,TS07,1,,,,,,,,,,Kato Koutraphas,,
"Public road towards village center borders north. According to oral accounts, it was main Troodos-Evrichou colonial road.",,Water mill,BU0061,"Water mill, Kalliana; cotton mill. Penstock irregular coursed river boulders with tile chinking. Turbine room below. Dated to 1947 at latest.",0,,,Abandoned,until 1947,"The first cotton mill in the area, now a ruin. Became disused by 1947, according to oral accounts when newer cotton and grain mill was built by Myltiades Mylonas just north of this mill, on the other side of the Evrykhou-Troodos road (BU0060). Situated at the top of 3 terraces, and mill house was on second while turbine room was at the lowest (third). Koftousa situated on upper level branching east off main water channel at a right angle, leading into earth filled, disused penstock at same level, along short leat (about 3m). Penstock of irregular river boulders and tile chinking. Main water channel flow continues northward for about 4m to bifurcate distribution node (BU0071) with waterfall outflow of eastermost fork and overhead to leat of Mylonas mill on the westernmost fork.  Waterfall of channel outflow drops about 4.5m in height to the second terrace-level down and flows into earth and stone walled channel which flows in front of remains of mill house on lower terrace. The penstock (koudouka) is 2.9X2.50m and 1.20m high, with a round vaulted outflow (with dressed ashlar limestone quoins) is set under a terrace and visible on the east-facing terrace wall, 4m lower.  The water chute of the penstock thus appears to be 6.20m high while the round vault is about 4 m. long, from penstock to outflow, under the terrace and about 2m high. The mill house was L-shaped, only the north porch (approx. 5 X 4m) surviving.  The porch leans against the north wall of the penstock and has an opening the full width of the room facing north. The foundations are of four irregular courses of basalt and river boulders with basalt chinking, with 17 rows of baked solid bricks (east facade). Two more rows have been added to support irregular wooden beams and corrugated roofing. The interior of the porch has been subdivided by nailing old hand-hewn wooden planks 0.28 X 0.04-5 cm thick along the middle of the room onto old doors. Inside the porch is a brick firepace (niskia) with rectangular niches (thyroudes) symmetrically placed high above. Next to the fireplace is a drystone low wall and a cemented water trough. A pithari is placed on its side and used as a dog kennel. Water flow of main channel flows alongside front of porch. Access to porch and access to where mill house used to be is made over water channel on two humped bridges of dressed limestone ashlar quoins set into basalt stone supporting walls, topped with earth. Photos in personal archive. Photos in private archive.TAESP 2002 Photos by Chris.This apears to be the mill referred to by Nichols in 1901 the mill of Papa Milona, where the channel had to be carried over the new road on an arch.Detailed sketch by Sevina on file.",490430.00,,521,SEZ,29/7/2001 00:00:00,,,irregular coursed basalt,,No,,,,Multiple,,,,On side road from Galata to Kalliana.,"Koftousa leading to penstock now cemented, penstock disused, mill in ruins, house does not exist. Roof of porch has been renewed with odd wood rafters and corrugated sheeting. Front lime hood of fireplace is missing.",3874535.00,No,,"Mill belonged to the father of Mrs. Eirene Damianou from Kalyana, lives across the street. Andreas, husband carpenter.  Mrs. Eirene remembers the owners placing a wooden raft over the water canal at the eastermost boundary and sitting on it in the afternoons in the shade of the trees, with the water flowing underneath. The house on the upper level was never completed 'en to eportisan', ie no doors or windows were put in, meaning it was never finished. Gypsies would camp in the field across (now site of Mr. Andreas's carpentry shop). Mill termed as 'havrikas' by Mrs Eirene (tel. 922 483). (O harikas fkallei pampatchi).",Spyros Hadjivangellis (died),Greek Cypriot,cotton mill,No,No,No,No,No,Yes,No,,,0,,,SEZ,,,0,,,,,1,,,"Dressed ashlar carved right door jamb. Brick fireplace, humped bridges in front of door of mill store-room, arched ashlar vaulted outflow.",V,"\'O Mylos tou Spyrou', or 'Havrikas tou Spyrou' (ie, Spyros's mill, or Spyros's factory).",cotton mill and havrika,,,"beans, fruit trees, citrus trees, poplar trees, pine.",Kalliana,solid brick with large limestone ashlar corner stones,
tarred road beside BU0061 field,,Water channel,BU0071,"Water channel, Kalliana. Bifurcate primary water channel associated with BU0061.",1,,,primary water channel,,"Bifurcate primary water channel about 0.65m wide. Fork leads to Myltiades water leat,  and main ouflow continues down 4.5m drop beside penstock of Myltiades mill and into channel in front of Spyros mill (BU0061). Water flows down drop just before sluice gate and cascades into lower channel, leads east for about 30m, under two humped bridges leading to Spyros mill, then turns north under road for Kalyana. This is the channel that leads water to Linou-Tembria-Korakou-Evrichou at 'kopsa' BU 0071. Channel walls after Spyros mill are built in stone, 2m wide and 2m approx. deep. Vaulted arch with dressed limestone quoins under tarred road. Water emerges north of road and heads on under south elevation of house and under chamber which used to be a wax workshop for candle-making and votive dolls.  Water flows directly under front door of house , accessed by stone steps ending just above the water. Water emerges at an angle on the west side of the house, and in a slope. It continues under the side-street and north of the Myltiades mill along a stone channel 2m deep and 1m wide which leads to the Linou-Tembria double water distributor of (BU0068). Photos in personal archive. Photo by Chris TAESP 2002.    Inscription on metal sluice gate: Mikhanopoieion o Atlas. E. Khasalakou, Lefkosia. Put in place by Miltis",,,528,SEZ,29/7/2001 00:00:00,lime mortar,,irregular coursed river boulders,,,,lime/cement plaster,,,,,,"Between Spyros and Miltis mills, beside Galata Kalliana road. Cadastral as for BU0060 , BU0061 cannot be entered.","Modified by Myltiades the miller,  in 1950, channel cemented in 1953 (plaque. scetch of BU0060).",,,sluice gate with inscription,"As for BU0068. Mr Andreas, the carpenter under whose house the water flows remembers that children used to jump into the water on the south side and slide down the shute under the house and and street and into the channel on the west side, for fun, a precedent to water-parks.",Koinotiko Ardeftiko,Other,gave water to Spyros and Miltis mill and to BU0068,No,No,No,No,Yes,No,No,,,0,,,SEZ,26/7/2001 00:00:00,,0,,,,,1,,GPS,"screw and wheel metal sluice gate to raise gate over waterflow diversion. Inscription of foundry 'Atlas' in N/sia, E. Hasapakou owner.",,,bifurcate water channel,,,"beans, agricultural",Kalliana,irregular coursed river boulders and basal chinking,
Next to road,,Water channel,BU0072,"Water channel, Kalliana. Main water distribution channel associated with BU0071. Constructed in 1953.",0,,,main water distributor,1953,"Main water distributor branching off possibly from river 'Deimma', traversing under main Kalyana-Galata road and emerging south of branch of road leading to Kalyana. Point of warter entering survey area (which I have extended to include Kalyana & Tembria, for water-rights reasons). Bifurcate branch. One arm leads along higher gradient towards BU 0071 stretch. Secondary water channel, leads parallel to main channel on west side which curves to get to point of BU 0071. secondary channel also turns but leads into courtyard of neighboring house on west side. Dry right hand side (east) branch leads towards lowermost canal of BU OO71, enclosing Spyros' mill (BU 0061) into a triangular 'island' surrounded by water channels on all sides. The outflow of Spyros's mill led water into this branch of the water channel which would explain why it is now dry. Plaque of 1953 beside the road on the uppermost level documents date of cementing. Original stone and lime construction visible on curve. Newer penstocks appear sloped. The newest mill is Myltiades mill completed in 1950.Photos in personal archive.",,,,SEZ,29/7/2001 00:00:00,cement,,irregular courses of basalt,,Yes,-0.50,cement,,Single,,50.00,,,Cemented in 1953.,,Yes,cement secondary side ourflow & metal sluice,,Kointoiko Ardeftiko,Other,,No,No,No,No,No,No,No,,,0,,,SEZ,25/7/2001 00:00:00,,0,,,,,0,,,"0.20m cement side channel with sluice gate at right angles, typical side channel outlet.",I,deimma,cement,Some,,,Kalliana,,0.65
On road,Olives and unused batha,Water mill,BU0073,"Water mill, Nikitari. Penstock and millrace of rough rubble masonry, with courses of river boulders covered in lime plaster.",0,,None,abandoned,,NB: also recorded by Luke as SE053. Shaft- 4.7 m deeppenstock- 5.85mParapet on leat walls- 46cm highlength of leat to penstock- 24.30 mPenstock diameter- 1.36 mConstruction:-rough rubble masonry with courses on top layers-mostly river boulders-faced with lime plaster-two distinct lines in the construction may represent additions to heighten the leat-softer lime plaster on the penstock-no evidence of turbine house or milling house or shoot exit-a rough rubble foundation to the NE on the river bank,500397.00,,248,SEZ,17/7/2002 00:00:00,,,on bedrock,Some,,5.85,,,Multiple,,30.15,Mersinia,Detour road from Nikitari to Vyzakia,,3882536.00,,,,Unknown,Turkish Cypriot,mill,No,No,No,No,No,No,No,,,0,,Some,TJI,17/7/2002 00:00:00,,0,29-IX,,,,1,None,GPS,,,,water mill,None,,"Cereal, olives, batha",Nikitari,masonry,3.46
